,dhw_load_in_MW
2011-01-01 00:00:00,5.895227200051536
2011-01-01 00:15:00,5.510827519727741
2011-01-01 00:30:00,1.4414550236106114
2011-01-01 00:45:00,0.44457054032706733
2011-01-01 01:00:00,0.2663570508745145
2011-01-01 01:15:00,0.3234877574355556
2011-01-01 01:30:00,0.47682110484596246
2011-01-01 01:45:00,0.5633505967014253
2011-01-01 02:00:00,0.2902863732853289
2011-01-01 02:15:00,0.04220968434542213
2011-01-01 02:30:00,0.028239941654887257
2011-01-01 02:45:00,0.09658003228483657
2011-01-01 03:00:00,0.23282749601986139
2011-01-01 03:15:00,0.2742892328343246
2011-01-01 03:30:00,0.2664435949197562
2011-01-01 03:45:00,1.421404940485633
2011-01-01 04:00:00,0.04404719223937286
2011-01-01 04:15:00,0.033837563183754166
2011-01-01 04:30:00,0.011673310118711937
2011-01-01 04:45:00,0.2636358063253275
2011-01-01 05:00:00,0.6172469928951124
2011-01-01 05:15:00,0.3083463888082723
2011-01-01 05:30:00,1.2053603630778003
2011-01-01 05:45:00,0.6053739941556625
2011-01-01 06:00:00,2.6651414941216216
2011-01-01 06:15:00,3.863618905830686
2011-01-01 06:30:00,6.357491650664799
2011-01-01 06:45:00,9.084844300143383
2011-01-01 07:00:00,10.846759640947434
2011-01-01 07:15:00,14.192094690639324
2011-01-01 07:30:00,19.866152702204474
2011-01-01 07:45:00,17.422682145282096
2011-01-01 08:00:00,23.48053662997228
2011-01-01 08:15:00,24.170307973178986
2011-01-01 08:30:00,21.73042953719979
2011-01-01 08:45:00,24.855214017820444
2011-01-01 09:00:00,28.279022257484165
2011-01-01 09:15:00,22.898768888268197
2011-01-01 09:30:00,25.398340163990643
2011-01-01 09:45:00,28.567662319485482
2011-01-01 10:00:00,23.05850359397848
2011-01-01 10:15:00,19.835822009911993
2011-01-01 10:30:00,21.103139051705924
2011-01-01 10:45:00,15.19373630092682
2011-01-01 11:00:00,12.971027490795692
2011-01-01 11:15:00,14.853135740647065
2011-01-01 11:30:00,11.715896125027523
2011-01-01 11:45:00,8.193106047924644
2011-01-01 12:00:00,9.014415573756319
2011-01-01 12:15:00,8.764809603388018
2011-01-01 12:30:00,9.827957028452696
2011-01-01 12:45:00,10.514963716113513
2011-01-01 13:00:00,11.862463396130892
